"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Austria Glas Recycling GmbH",,"Well-below 2°C",,,Austria,Europe,"Solid Waste Management Utilities","Targets Set","2019-03-01 00:00:00",,"
Glass collection & recycling company Austria Glas Recycling GmbH commits to reduce absolute Scope 1 and 2 GHG emissions 50% by 2030 from 2017 base year. In addition, Austria Glas Recycling GmbH commits to reduce absolute Scope 3 emissions from transportation by 25 % by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Autodesk, Inc.",US0527691069,"Well-below 2°C",,,"United States of America (USA)","North America","Software and Services","Targets Set","2016-05-31 23:00:00",,"
Multinational software corporation Autodesk commits to reduce total scope 1, 2, and 3 emissions 43% by 2020 and an 85% absolute reduction by 2050 from a 2008 base-year, following its C-FACT methodology.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"AvalonBay Communities, Inc.",US0534841012,2°C,,,"United States of America (USA)","North America","Real Estate","Targets Set","2019-06-30 23:00:00",,"
Real estate investment trust AvalonBay commits to reduce scope 1 and 2 GHG emissions 53% per square foot by 2030 from a 2017 base year. AvalonBay also commits to reduce scope 3 emissions 47% per square foot within the same timeframe.
 ","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Avícola Coliumo",,1.5°C,1,1,Chile,"Latin America","Food Production - Animal Source Food Production","Targets Set","2020-06-30 23:00:00",,"Avícola Coliumo commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Avieco,,,,1,"United Kingdom (UK)",Europe,"Professional Services",Committed,"2020-03-01 00:00:00",,,
"AXA Group",FR0000120628,,,,France,Europe,"Banks, Diverse Financials and Insurance",Committed,"2015-05-31 23:00:00",,,
"Azbil Corporation",JP3937200008,2°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2019-05-31 23:00:00",,"
Automation products and services providers Azbil Corporation commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2013 base year. Azbil Corporation also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Bacardi Limited",BMG069051065,1.5°C,,,Bermuda,"North America","Food and Beverage Processing","Targets Set","2018-06-30 23:00:00",,"
Family-owned spirits company, Bacardi Limited commits to reduce absolute Scope 1 & 2 GHG emissions 50% by 2025 from a 2015 base-year. Bacardi Limited also commits to reduce absolute value chain GHG emissions (scopes 1, 2 and 3) 20% by 2025 from a 2015 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Bain & Company",,,,1,"United States of America (USA)","North America","Professional Services",Committed,"2020-09-30 23:00:00",,,
"Ball Corporation",US0584981064,1.5°C,,,"United States of America (USA)","North America","Containers and Packaging","Targets Set","2020-03-31 23:00:00",,"
“Ball Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 55% by 2030 from a 2017 base year. Ball Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel and energy related activities, upstream transportation and distribution, waste generated in operations, business travel, employee commuting, upstream leased assets, downstream transportation and distribution, processing of sold products and investments 16% by 2030 from a 2017 base year.
* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.”
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Baluarte Cultura",,,,1,Brazil,"Latin America","Professional Services",Committed,"2020-01-01 00:00:00",,,
"BanColombia SA",COB07PA00078,,,1,Colombia,"Latin America","Banks, Diverse Financials and Insurance",Committed,"2015-11-01 00:00:00",,,
"Bank Australia",,,,,Australia,Oceania,"Banks, Diverse Financials and Insurance",Committed,"2015-11-01 00:00:00",,,
"Bank J. Safra Sarasin AG",CH0038389307,,,,Switzerland,Europe,"Banks, Diverse Financials and Insurance",Committed,"2015-05-31 23:00:00",,,
"Barco NV",,,,1,Belgium,Europe,"Technology Hardware and Equipment",Committed,"2020-08-31 23:00:00",,,
"Barilla G.R. Fratelli SpA",,2°C,,,Italy,Europe,"Food and Beverage Processing","Targets Set","2020-06-30 23:00:00",,"
Barilla G.&R. Fratelli Società per Azioni commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2017 base year. Barilla G.&R. Fratelli Società per Azioni commits to reduce scope 3 GHG emissions 26% per ton of finished product by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"BARRATT DEVELOPMENTS PLC",GB0000811801,1.5°C,,,"United Kingdom (UK)",Europe,Homebuilding,"Targets Set","2020-08-31 23:00:00",,"
Barratt Developments PLC commits to reduce absolute scope 1 and 2 GHG emissions 29% by FY2025 from a FY2018 base year. Barratt Developments PLC also commits to reduce scope 3 GHG emissions 24% per square meter by FY2030 from a FY2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Barry Callebaut",CH0009002962,1.5°C,,,Switzerland,Europe,"Food and Beverage Processing","Targets Set","2019-11-01 00:00:00",,"
Barry Callebaut commits to reduce absolute Scopes 1, 2, and 3 GHG emissions 35% by 2025 from a 2018 base year*.”
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Bayer AG",DE000BAY0017,1.5°C,,1,Germany,Europe,"Pharmaceuticals and Biotech","Targets Set","2020-07-31 23:00:00",,"
Bayer AG commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2029 from a 2019 base year. Bayer AG also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel and energy related activities, upstream transportation and distribution, and business travel 12% by 2029 from a 2019 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
BBVA,ES0113211835,,,,Spain,Europe,"Banks, Diverse Financials and Insurance",Committed,"2018-01-01 00:00:00",,,
"BCD Travel",,,,,"United States of America (USA)","North America",Hospitality,Committed,"2020-01-01 00:00:00",,,
BDP,,,,,"United Kingdom (UK)",Europe,"Professional Services",Committed,"2020-06-30 23:00:00",,,
"Beiersdorf AG",DE0005200000,1.5°C,,1,Germany,Europe,"Consumer Products and Durables","Targets Set","2020-05-31 23:00:00",,"
Beiersdorf commits to reduce absolute scope 1 and 2 GHG emissions 30%, and scope 3 GHG emissions 10% by 2025 from a 2018 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"BEL S.A.",,2°C,,,France,Europe,"Food and Beverage Processing","Targets Set","2019-07-31 23:00:00",,"
Multinational cheese marketer BEL S.A. commits to reduce absolute scope 1 and 2 GHG emissions 22% by 2030 from a 2017 base year. BEL also commits to reduce Scope 3 GHG emissions 27% per ton of finished products by 2030 from a 2017 base-year
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Ben & Jerry's",US0814651065,1.5°C,,,"United States of America (USA)","North America","Food and Staples Retailing","Targets Set","2018-07-31 23:00:00",,"
Vermont-based, Unilever ice cream brand Ben & Jerry's commits to reduce scope 1 and 2 GHG emissions 100% by 2025 from a 2015 base-year.  The company also commits to reduce value chain GHG emissions (scope 1, 2 and 3) 40% per pint of product sold by 2025 from a 2015 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Benesse Corporation Co., Ltd.",JP3835620000,,,,Japan,Asia,"Education Services",Committed,"2018-01-01 00:00:00",,,
"Bennetts Associates",,1.5°C,,1,"United Kingdom (UK)",Europe,"Construction and Engineering","Targets Set","2019-03-01 00:00:00",,"
UK based architectural practices Bennetts Associates commits to reduce absolute scope 1 and 2 GHG emissions 26% by 2022 from a 2016 base-year. Bennetts Associates also commits to reduce absolute scope 3 GHG emissions from fuel- and energy-related activities, upstream leased assets, and business travel 26% within the same timeframe.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Berry Global Group, Inc.",US08579W1036,,,,"United States of America (USA)","North America","Containers and Packaging",Committed,"2018-07-31 23:00:00",,,
"Bertegruppen AB",,,,,Sweden,Europe,"Food and Beverage Processing",Committed,"2020-04-30 23:00:00",,,
"Bertelsmann SE & Co. KGaA",,,,,Germany,Europe,Media,Committed,"2020-02-01 00:00:00",,,
"Best Buy Co., Inc.",US0865161014,"Well-below 2°C",,,"United States of America (USA)","North America",Retailing,"Targets Set","2019-06-30 23:00:00",,"
American multinational consumer electronics retailer Best Buy commits to reduce absolute Scope 1 and Scope 2 GHG emissions 50% by 2030 from a 2017 base-year. Best Buy also commits to reduce absolute Scope 3 GHG emissions from Use of Sold Products 20% by 2030 from a 2017 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"BESTSELLER A/S",,,,,Denmark,Europe,"Textiles, Apparel, Luxury Goods",Committed,"2018-12-01 00:00:00",,,
"Bharti Airtel Limited",INE397D01024,,,1,India,Asia,Telecommunications,Committed,"2019-08-31 23:00:00",,,
BIAL,,,,1,Portugal,Europe,"Pharmaceuticals and Biotech",Committed,"2019-11-01 00:00:00",,,
BillerudKorsnäs,SE0000862997,1.5°C,,,Sweden,Europe,"Containers and Packaging","Targets Set","2018-01-01 00:00:00",,"
BillerudKorsnäs commits to reduce its absolute scope 1 and 2 greenhouse gas emissions 59% by 2030 from a 2016 base year. BillerudKorsnäs also commits to reduce its scope 3 emissions 30% by 2030 from a 2016 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Biogen Inc.",US09062X1037,1.5°C,,1,"United States of America (USA)","North America","Pharmaceuticals and Biotech","Targets Set","2020-08-31 23:00:00",,"
Biogen commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2032 and 100% by 2040 from a 2019 base year. Biogen commits that 80% of its suppliers by spend covering purchased goods and services and capital goods, will have science-based targets by 2025.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"BLG LOGISTICS GROUP AG & Co. KG",DE0005261606,"Well-below 2°C",,,Germany,Europe,"Air Freight Transportation and Logistics","Targets Set","2020-11-19 00:00:00",,"BLG LOGISTICS commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. BLG LOGISTICS also commits to reduce absolute scope 3 GHG emissions 15% over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Bloomberg LP",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2018-11-01 00:00:00",,,
"BMW Group",DE0005190003,,,,Germany,Europe,"Automobiles and Components",Committed,"2020-07-31 23:00:00",,,
"BNP Paribas",FR0000131104,,,,France,Europe,"Banks, Diverse Financials and Insurance",Committed,"2016-03-31 23:00:00",,,
"Boma Global",,,,1,"United States of America (USA)","North America","Professional Services",Committed,"2020-01-01 00:00:00",,,
